Date,User (hashed),Status,Order (hashed),Item (Hashed),Total
8/5/2022,f6ce7d71a1c8c762fb69699d982587dd3b3a44ae,Blue,399e063fc5b42f616f03405286af00b943d0f349,ea6dd44b9f148d3af08f234a71b988320e940c6b,17.19
8/5/2022,041ca2ee26c36a6641ffde13703e125a752c755d,Blue,bf792320f40858f5d024e777b30ce9ee50a48eab,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.44
8/5/2022,dcb85f384f436b99a1159709e84f953aa0ec53a1,Blue,ec7eca604bf6db82341c14bf9e0d1059b4dbb290,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.64
8/5/2022,dcb85f384f436b99a1159709e84f953aa0ec53a1,Blue,ec7eca604bf6db82341c14bf9e0d1059b4dbb290,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,444.45
8/5/2022,dcb85f384f436b99a1159709e84f953aa0ec53a1,Blue,ec7eca604bf6db82341c14bf9e0d1059b4dbb290,cecc9b8542f194e97f97f43d3a957380d0879b3d,380.95
8/5/2022,f9a243144486b066dbe9bbdf29196bdfdbdd5910,Gold,05724881caa95e06dce979fada4ecead83656b84,28419b079b1cac4cda97800f294b551ea0e2d4e4,787.2
8/5/2022,f75e18ce7f5afd9a7ce76d3776aebb8030fd1a94,Blue,56bae6156dd2c08d4d5021674f15202cce67b057,7722e557b4d54fb1b8a2f3e61858fcb9d5a7f8f7,380.74
8/5/2022,f75e18ce7f5afd9a7ce76d3776aebb8030fd1a94,Blue,6254907a05a7e338418edf5d088a2cfecaef64eb,cecc9b8542f194e97f97f43d3a957380d0879b3d,380.74
8/6/2022,f6ce7d71a1c8c762fb69699d982587dd3b3a44ae,Blue,f2ddc00913ce59d4248edca81fb69f30453fecb9,ea6dd44b9f148d3af08f234a71b988320e940c6b,17.19
8/6/2022,31f39096346cd27a5ce7984afd94585ccc4c8121,Gold,92a92dbd0df1c29f070ed2d35561ef9b500c3be1,7246893c5db46fbab3a75344a753d7fec471e432,571.7
8/6/2022,a781576a60bdc1ebeebcae38d7c71560ec975454,Blue,9b987a0e19e77e8f6b7fcb6b660fa9747b6d9d69,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.44
8/6/2022,b3a6add372c0be56d6899c3dd32428b7ee8b9c82,Blue,133fc9ea1cdac24cb915bfc82ad649642b1abc55,b1c4422fb06d2d8898c44bfb4cd49eb7274d4f18,39.83
8/6/2022,b3a6add372c0be56d6899c3dd32428b7ee8b9c82,Blue,133fc9ea1cdac24cb915bfc82ad649642b1abc55,74e93162b915769aa4a431f3eeeaae68ec0002e4,18.67
8/6/2022,f1833ddca478b13ed5796cc24e48646832ea5484,Blue,ea99e24a99be895f75fafde93880e2b247df12b9,adacc75ba9747fb6b3d1a4d04140b339c98cf18e,17.23
8/6/2022,ac4aba4a1cf08a71ddd53d5002e4559fab4470b8,Platinum,eaa8b9d4aab4855d74ccdc50e7c06b7ace956afe,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,27.32
8/6/2022,a7d49090de74c315144498240af9897ba134d80c,Blue,6fd7651318f3b3216bc14f108fe5dc19dec8232c,74e93162b915769aa4a431f3eeeaae68ec0002e4,17.74
8/6/2022,a7d49090de74c315144498240af9897ba134d80c,Blue,b251bc016d49df85d724f72bebdd07e850b8e40f,74e93162b915769aa4a431f3eeeaae68ec0002e4,17.74
8/6/2022,a8a451cf0d112c2fa1188f91feb33ab31dc7f542,Platinum,2af7b3f5ebcac3695a59bc9687e0e804374e6683,cecc9b8542f194e97f97f43d3a957380d0879b3d,381.32
8/6/2022,f7b35325db3556cf6846dd9c64b11eb7ece3ccbb,Blue,32572192e9994a69a52d5d6836c65fcd6e5b5ef3,ef8998dc605abe4998dffe97c7a3763369687333,17.19
8/6/2022,02b8193483dfdbf6a14ff491dfe6b0e2ccf310c6,Blue,c502b06974e1746052e17d80dc4d35578d5e6900,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.44
8/6/2022,37f2ab3695aa6409fb75472be1fd814d29db00ca,Blue,6e702fe15e32dd522cda6e55e1e45f811562a81a,74e93162b915769aa4a431f3eeeaae68ec0002e4,15.6
8/6/2022,a30539779beb3304fa982eb7f240347b5ab95c84,Gold,da439a1842479f3d8069773deb7977b0422fa3cc,74e93162b915769aa4a431f3eeeaae68ec0002e4,18.5
8/6/2022,eda6055c11cc3d0d5507766dc5c819961312c2a1,Blue,17bbfb23506d9ce5856e88b9d3fc3951f993d240,74e93162b915769aa4a431f3eeeaae68ec0002e4,18.47
8/6/2022,081b15c68c0ad18796d0e01076680ecd7453902a,Blue,32e5153f991c4c3d3b0909c7489cb3d7ccc5212e,74e93162b915769aa4a431f3eeeaae68ec0002e4,55.99
8/6/2022,a781576a60bdc1ebeebcae38d7c71560ec975454,Blue,1ad03c4e58f8299000389eb7c279c4bb812a6bc7,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.44
8/6/2022,801f113cee530f88e92767e6872107243c945635,Gold,9b14a90d9604fdfc2dba27f62b10565b0f5d5a59,ef8998dc605abe4998dffe97c7a3763369687333,17.2
8/6/2022,df102b546554e2cad371b060a8f27e9c8d524f03,Platinum,0c1a02e0ab656b025c5111511978076ec6df7e26,1e62a63df09feffdf283bede2c7a35173a7aecdb,9.73
8/6/2022,e245ac8b081383e00b66cc6a04cce19296d6da26,Blue,7b6f4ee4e83d26fab1a2ce1acda6a3d3f3b4bee4,f266d7a840d8fda9a7b644421317738f0c4bf864,272.78
8/6/2022,903aad3d2f4e06fac54f6a4b3abf1745e48b676f,Gold,bba325fec316a58d96294461b58e4312fac9c12c,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.74
8/6/2022,a8a451cf0d112c2fa1188f91feb33ab31dc7f542,Platinum,0fc460cec0fe6e38af720132d0ce52b2696d2eb7,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,444.93
8/6/2022,d257bb78f2904c5797777c754e07e878f78eec7e,Blue,7c91c0d1a55f65d338c32b3b36a1a4a0b65d6ba9,cecc9b8542f194e97f97f43d3a957380d0879b3d,380.74
8/6/2022,903aad3d2f4e06fac54f6a4b3abf1745e48b676f,Gold,bb53995c2cffdff811f147a25a786277cde18b98,0da59431a2aea012712f7994798692fbb2965b5c,62.2
8/6/2022,a781576a60bdc1ebeebcae38d7c71560ec975454,Blue,557917cc55d5aa84d578f3f467654d71263ca75e,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.44
8/6/2022,eda6055c11cc3d0d5507766dc5c819961312c2a1,Blue,b473cb591af349e2e8395b19c62c5eaf995e2bb5,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,61.21
8/6/2022,73eb154014db481e7364713a8d825aecee67c851,Noir,5509b8fc1504929cf9b8b394f1466e8469660a3d,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.45
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,4d4a405be9b475e673482bebab6dd689e368a7dc,16.51
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,433d8cc0a66ff0330e1a8fec829f72ea6e66da80,30.49
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,163605b57247a66c5b4a93d462eb11bfd9cda73b,8.88
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,fccd199ccd61a4c8b7c0cd00993f53aafd7bbc6f,13.98
8/6/2022,a99ab929cfe1f54857cf02f55d17e8b2763df6d9,Blue,6c6ce9a8fe2558e1009c38163d1e6004f3506227,50b3fdefa4314936871580937fff1791c5af6221,24.72
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,83dfbebcbb67b20e7ec0bec111d3b4c897e36830,0
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,42f28eeff7572c1f621f1ba36af526e4adbb8193,12.7
8/6/2022,facfe9f78167e00f6889873ae56d077b7426e78f,Gold,6de25909b200b2fe58ddcc2d3e3622624a9982b5,f4557e294dbbeb560f781fe3dd9190dcb96d38ad,13.98
8/6/2022,203695d8e7c31562188e3b329d1ff7849321da8c,Blue,12d16a17cff945d867fb9f218c55d8aacb369938,292e3e7b17883821ff93041e07af9247b40a6bdd,8.08
8/6/2022,203695d8e7c31562188e3b329d1ff7849321da8c,Blue,12d16a17cff945d867fb9f218c55d8aacb369938,50b3fdefa4314936871580937fff1791c5af6221,24.88
8/6/2022,493a793c1b7cb37c86ef7f8b1c7faeff77f96623,Blue,1929ae3c0cbb1ad00a8cfe27518b779b70c4245a,1b633b17773273ca4d6714e7a56a61ce61897ba7,19.72
8/6/2022,493a793c1b7cb37c86ef7f8b1c7faeff77f96623,Blue,1929ae3c0cbb1ad00a8cfe27518b779b70c4245a,bf5259552afb8a7c36d33d9564da6cfe2a74fc03,0
8/6/2022,203695d8e7c31562188e3b329d1ff7849321da8c,Blue,12d16a17cff945d867fb9f218c55d8aacb369938,757777c5a705cb7cf7bd862672586cd3d89d6f89,18.65
8/6/2022,07d7a2803573d07e7feb47ca94a7f07a89723b51,Blue,e61cf7c5a7217a6058c28e0431f97d782f9261e0,50b3fdefa4314936871580937fff1791c5af6221,24.56
8/6/2022,07d7a2803573d07e7feb47ca94a7f07a89723b51,Blue,e61cf7c5a7217a6058c28e0431f97d782f9261e0,b76450bed25c68c2ca8e45382a97e42351214a78,4.3
8/6/2022,07d7a2803573d07e7feb47ca94a7f07a89723b51,Blue,e61cf7c5a7217a6058c28e0431f97d782f9261e0,292e3e7b17883821ff93041e07af9247b40a6bdd,7.98
8/6/2022,db79794642577d3846997d5dcf405ff577acf6eb,Blue,c38e25a24503623045a5d0e4e008a854b5a3d118,45d86d00b9617c9c8e82caa507fb718473c44e09,8.66
8/6/2022,db79794642577d3846997d5dcf405ff577acf6eb,Blue,c38e25a24503623045a5d0e4e008a854b5a3d118,1b633b17773273ca4d6714e7a56a61ce61897ba7,19.79
8/6/2022,db79794642577d3846997d5dcf405ff577acf6eb,Blue,c38e25a24503623045a5d0e4e008a854b5a3d118,4dd93a069979e4f8577875b094bab3357d63881e,0
8/6/2022,6152a3ce5749387a5e1f2d5f11b37d8727e41939,Blue,19f8ae1c3d3ab64732a97e21b02553679aa1dbf1,50b3fdefa4314936871580937fff1791c5af6221,23.68
8/6/2022,6152a3ce5749387a5e1f2d5f11b37d8727e41939,Blue,19f8ae1c3d3ab64732a97e21b02553679aa1dbf1,b76450bed25c68c2ca8e45382a97e42351214a78,4.15
8/6/2022,a6be600c72dee724ad3528596570ddb1a7becbbb,Blue,98289c71cdb03a47d3bf7c38d13caca61899b409,a1ecbb5ad1e5eba9e061d8c16d5f3503f676407b,18.47
8/6/2022,a6be600c72dee724ad3528596570ddb1a7becbbb,Blue,98289c71cdb03a47d3bf7c38d13caca61899b409,480f8aa5fb8323f5e3db40fe27637d937645de05,0
8/6/2022,db79794642577d3846997d5dcf405ff577acf6eb,Blue,0536f7ec84ed8690f4e334d99d008064a86a3bee,292e3e7b17883821ff93041e07af9247b40a6bdd,6.58
8/6/2022,07d7a2803573d07e7feb47ca94a7f07a89723b51,Blue,fdcead342cfeeadbf595551e6a9cd12214339408,2b995efa8fa21691272e15de864ef359393c2fe6,41.04
8/6/2022,78376e2ce6973458e2d5233c1e096447a95d0de9,Gold,e91b9a726bc14e7a9ffcb797eb9b51c7fe0a2847,c564268ae00d18cd8ac0ade1b5d1e8c228fa907b,34.81
8/6/2022,78376e2ce6973458e2d5233c1e096447a95d0de9,Gold,e91b9a726bc14e7a9ffcb797eb9b51c7fe0a2847,ef8998dc605abe4998dffe97c7a3763369687333,17.39
8/6/2022,78376e2ce6973458e2d5233c1e096447a95d0de9,Gold,fdc8426f6b7d3d170fa8411255d23a09363525ea,ef8998dc605abe4998dffe97c7a3763369687333,17.2
8/6/2022,aed09ee08df52809cd66ba30fb2b804567b395f8,Gold,042d1dbabad7b0526d522c0db9a5d661fbbe580a,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.91
8/6/2022,4255c96cc8f759ab1bf1d0b198c163cb891a2355,Blue,be89f28b0935229c437ab950fbdb1fbfc961e8de,74e93162b915769aa4a431f3eeeaae68ec0002e4,17.04
8/6/2022,655471410de719b8a17d4cea2cf5f6e4ef42e1f0,Blue,105a518ebe3dca3ad75a5f165f1f2e9db9b71f93,74e93162b915769aa4a431f3eeeaae68ec0002e4,53.15
8/6/2022,aed09ee08df52809cd66ba30fb2b804567b395f8,Gold,ab0072ee35fac8528e10ae1b61d880c2f7db3192,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.91
8/6/2022,022555ef4c9fe36c221188a2b6fd8fc717655268,Gold,890bcd885fbf1ff4ad6f704f1bdd83ebe56ddbb0,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,1333.36
8/6/2022,f9a243144486b066dbe9bbdf29196bdfdbdd5910,Gold,475a9d24c163af3f7998d11a5acbcffd81ad3877,28419b079b1cac4cda97800f294b551ea0e2d4e4,393.74
8/6/2022,eca044464bbffd3eff848704fb7abadc5de30cec,Gold,81a5f8cd7fcdbf4581683b5893c074f6833cdd3a,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,444.59
8/6/2022,712857416d0da6567180b58e85fb4fec658012b6,Blue,05d4e1dd52eeb6c51c7fc80cdf0ace8de56c910b,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,32.18
8/6/2022,b36f215123056d454706698b8fdc89e08453d4c3,Blue,c47ce260a72b12a0cc1bd205a2fae6a461870777,74e93162b915769aa4a431f3eeeaae68ec0002e4,47.48
8/6/2022,deee54dc71a47f27a15190c93ae790a8052577b1,Platinum,a51b84dc07c3853310c9536be00cbf1cabc47270,bfad8f374709c855937fc3a4098083490f4bc986,610.06
8/6/2022,aed09ee08df52809cd66ba30fb2b804567b395f8,Gold,5166cebe535bb59629da6ff2e4a82c3a0fd331f5,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.91
8/6/2022,2b1129af7b58d618fd7217353bf15516cd0d2465,Blue,f3d5826bf0e03ac24015900b7af109ada71ad057,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.23
8/6/2022,365f7a4989275573e71fca67475a0aec209c1822,Gold,6e1e1c909021b6515f058223a7f22b00bef59b54,74e93162b915769aa4a431f3eeeaae68ec0002e4,18.5
8/6/2022,365f7a4989275573e71fca67475a0aec209c1822,Gold,313004fa14d43a3dd8f7e1414c59aa205ab5f772,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,82.39
8/6/2022,712857416d0da6567180b58e85fb4fec658012b6,Blue,3afad8fa3ca36c0399e9bfd09eea9815d2718a8a,d5431a802cb3ea8dab416653fa8204d9a3cb5dd6,15.94
8/6/2022,b36f215123056d454706698b8fdc89e08453d4c3,Blue,9a85f67b86207ec1d4227981b89b35c6a76bc611,74e93162b915769aa4a431f3eeeaae68ec0002e4,15.62
8/6/2022,5b509f61bd1ee8227e7a58376f852d332c00fc41,Blue,c96b373e9f5ffe82bfd71cc0f40b0e9d102a8e12,aaaa33072da1f30797619fcc0d513cdbe9847051,24.72
8/6/2022,75a98b6a97db3d26543ed8169861f40ff553b31a,Blue,5eb4d5491eadb6fb7023d5738668e2196fbcf053,ac530364fd00f43719f55e64f337c16fedde65c3,11.58
8/7/2022,aed09ee08df52809cd66ba30fb2b804567b395f8,Gold,3963cb110be0c084a704e9d60d1cf3ef34a0925e,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.91
8/7/2022,d57f23b7764cc30309fbc47ee7c9ad3beb7c8f34,Blue,a2ff608b4f2e705ce64c28e41a34b1c280eb0e96,4b813a87bcd7ffd879c9c5752aab2d2cc10bff96,15.97
8/7/2022,9228788065bb6256732eba00e9ea2342e161f927,Blue,61cc2afa4d724e8c10e9798d05b46ec893f30d95,1e62a63df09feffdf283bede2c7a35173a7aecdb,9.72
8/7/2022,deee54dc71a47f27a15190c93ae790a8052577b1,Platinum,bfd7bd502bce0d1e71c1149c8ab1a2bc36740dd5,28419b079b1cac4cda97800f294b551ea0e2d4e4,394.03
8/6/2022,75a98b6a97db3d26543ed8169861f40ff553b31a,Blue,5eb4d5491eadb6fb7023d5738668e2196fbcf053,4b813a87bcd7ffd879c9c5752aab2d2cc10bff96,27.35
8/7/2022,022555ef4c9fe36c221188a2b6fd8fc717655268,Gold,d829ff650b64c9864425dab0e8c5f3ea3e0d8eb7,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,889.48
8/7/2022,f9a243144486b066dbe9bbdf29196bdfdbdd5910,Gold,5602390f36d1da41ca9228df33f6479c5f67e4a3,4b9bf0e8b606f4244de636281e95d45d232eb8dd,66.81
8/7/2022,d07e50035b426da77df6ee8f9d40ce257ebd8cd1,Blue,b11642c6d53b1d5b99e2a2572ca006ffe217d76d,52f98299cb4583f536c555a7ab47b7c844455e85,14.71
8/7/2022,34a76552208d8e27b52359c6fea1a16be1270683,Blue,27e955cebc707e2649f22d7d979371e2daa77d65,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,34.68
8/7/2022,73eb154014db481e7364713a8d825aecee67c851,Noir,01c79f47c9189f0bcd016573bc8aa14ab5cf8deb,c02ec0eea5dd498c4d9e2e643bc7fdaf95e82f69,790.76
8/7/2022,b36f215123056d454706698b8fdc89e08453d4c3,Blue,fc5c634a1977504f55726d9220f868958f616e03,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,23.06
8/7/2022,712857416d0da6567180b58e85fb4fec658012b6,Blue,209f2cafb501c6ecee5857c72f65726e3bb48c49,d5431a802cb3ea8dab416653fa8204d9a3cb5dd6,15.94
8/7/2022,08f005803135dbfc303fbf3f1aab3f51e46242b3,Blue,ee4317e0db8beba157b574a1dabf7daff42f8593,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,27.23
8/7/2022,3804e657f485345779f4e71fb6b9b18cc493e6af,Platinum,e92ba7bee1cdf6b28b5a80e1841fe2b8ed32d386,74e93162b915769aa4a431f3eeeaae68ec0002e4,18.53
8/7/2022,de741982b96cd21f22956e3bb7dc252004ca1b3e,Blue,790d05cc8f01c1e686b5d95bc597038b532a320a,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,40.98
8/7/2022,33ed34eb686d179b7d9238339a2f91227bf6ef58,Blue,2b899114e05d00450fde73ebb9fc99d526cc7760,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,40.98
8/7/2022,33ed34eb686d179b7d9238339a2f91227bf6ef58,Blue,7240ca3de3e07aa4d529d056588d3983845b9e69,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.36
8/7/2022,33ed34eb686d179b7d9238339a2f91227bf6ef58,Blue,7240ca3de3e07aa4d529d056588d3983845b9e69,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,27.4
8/7/2022,db79794642577d3846997d5dcf405ff577acf6eb,Blue,952bfe7157a070b131429fc8dbd78c843e70215c,4ce91dbd089fd6382e9b098e9bb3fee9d87c4ad7,43.21
8/7/2022,cb126e9a375f03b9be7e4837a60268be55d5e56e,Blue,af5051730722ae5df67d899498286488734563c2,0e147374d6cb02fd4aa23f349f50ac19f3d50df4,39.05
8/7/2022,b36f215123056d454706698b8fdc89e08453d4c3,Blue,99560accf19a73648854ae8a43626d6d963b32c2,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,46.58
8/7/2022,b36f215123056d454706698b8fdc89e08453d4c3,Blue,99560accf19a73648854ae8a43626d6d963b32c2,74e93162b915769aa4a431f3eeeaae68ec0002e4,63.53
8/7/2022,b97c6e87546bbdee681a12a5012e27c9e288b1f0,Platinum,cbe74cbd89ce8b9d92b0b8759bada7ec64e33b87,28419b079b1cac4cda97800f294b551ea0e2d4e4,394.03
8/7/2022,cb126e9a375f03b9be7e4837a60268be55d5e56e,Blue,585e9d0a72429b9ab01debd2e79c258ea8be973e,b1c4422fb06d2d8898c44bfb4cd49eb7274d4f18,16.7
8/7/2022,f24f4dfe1625596079136623c1613c2d237b425d,Blue,a4a3445ddda897d188c44e17daf510bb665b441a,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,96.01
8/7/2022,818b39ee7cb469c4429a6bdd9f4e8f38f00da10e,Blue,1b04852d3482d3e07a34406d383126a384171a62,74e93162b915769aa4a431f3eeeaae68ec0002e4,48.47
8/7/2022,16784d63737e4086c1235ecd49d517f0ece9fef8,Gold,8dea442a799df50c96bf22d633d56a15b1153561,74e93162b915769aa4a431f3eeeaae68ec0002e4,93.65
8/7/2022,08f005803135dbfc303fbf3f1aab3f51e46242b3,Blue,50ffe7b94b1188375cfdf89a5ab8b37a90f2fe80,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,27.23
8/7/2022,de741982b96cd21f22956e3bb7dc252004ca1b3e,Blue,86eb8aa30e609088e830817dbf171bf07600c2c5,74e93162b915769aa4a431f3eeeaae68ec0002e4,55.99
8/7/2022,aed09ee08df52809cd66ba30fb2b804567b395f8,Gold,1085ef9c13602b3296d60004e548b8dd692c3d83,74e93162b915769aa4a431f3eeeaae68ec0002e4,74.87
8/7/2022,33ed34eb686d179b7d9238339a2f91227bf6ef58,Blue,272cd9b4d4484714805eff77adc1af2156d6cd26,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,82.26
8/7/2022,db79794642577d3846997d5dcf405ff577acf6eb,Blue,f2550d29ff00f011f3363f54a3a7ec0e473a6ad9,f1019412df523dd659ae91e8f7b11b57848fda51,52.75
8/7/2022,16784d63737e4086c1235ecd49d517f0ece9fef8,Gold,0cd9b2906407aa1bdb9d97fcc3c89103f2efad6c,74e93162b915769aa4a431f3eeeaae68ec0002e4,93.65
8/7/2022,33ed34eb686d179b7d9238339a2f91227bf6ef58,Blue,8b2ad5d1a2275788cb9325f62fcb3c376414f1fb,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,54.73
8/7/2022,1db312f0a9734feffd32d188d8672a6448377b4e,Blue,7f876eaa372cb61f9092c3cb95f110369ad7ee28,f0705cccc0be2dca66efcd2ab8a25dc7af44d08c,9.05
8/7/2022,1db312f0a9734feffd32d188d8672a6448377b4e,Blue,7f876eaa372cb61f9092c3cb95f110369ad7ee28,52f98299cb4583f536c555a7ab47b7c844455e85,54.3
8/7/2022,aed09ee08df52809cd66ba30fb2b804567b395f8,Gold,5bcd261d95c73a7e8f7f42abcfeaeabe6637b291,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.28
8/7/2022,022555ef4c9fe36c221188a2b6fd8fc717655268,Gold,3d9481e6e4454096b3038b9e0a6164bd96bc20f6,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,444.59
8/7/2022,fe1702d02aca7e342e5ffe08eeab3059019d4916,Blue,c348a65ef43ab112e941afa64092c9378df818f9,74e93162b915769aa4a431f3eeeaae68ec0002e4,74.76
8/7/2022,3804e657f485345779f4e71fb6b9b18cc493e6af,Platinum,c8935e79235c03ff76ab95636d5d9b3da5f361de,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,27.32
8/7/2022,1db312f0a9734feffd32d188d8672a6448377b4e,Blue,25681a812f444872598130c17452203d42156ed8,74e93162b915769aa4a431f3eeeaae68ec0002e4,67.59
8/7/2022,6363c6fadcaae7d86156145b61937b92ad646857,Blue,eb5635f5fe172ee8b5c679e59abfb924298946c4,74e93162b915769aa4a431f3eeeaae68ec0002e4,37.28
8/7/2022,78376e2ce6973458e2d5233c1e096447a95d0de9,Gold,563eaf37851a264adb0b4d82ff2906bdc8ecee9b,a33befe973bfe0de4cf8a1476448d5c30446037e,69.86
8/7/2022,02b8193483dfdbf6a14ff491dfe6b0e2ccf310c6,Blue,05a998b60a0f042d095eea5f5400739375160a4d,74e93162b915769aa4a431f3eeeaae68ec0002e4,33.64
8/7/2022,022555ef4c9fe36c221188a2b6fd8fc717655268,Gold,d2737b83ac15730fa601f180b0e44754b6608ba9,e631789f8a5d6e3458c526cbee5bb23c39e2fc36,444.59
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,f4557e294dbbeb560f781fe3dd9190dcb96d38ad,13.28
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,4ef3867fb6043f7ba3baad66f84a7bff89e50e40,15.68
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,4a132e740101d10f2ff88e71ab4da6caf17ff677,18.08
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,b77d50ba9bed5adc452fd79f171cd2a0752c85c1,16.89
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,83dfbebcbb67b20e7ec0bec111d3b4c897e36830,0
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,1166e05538cd60e557c92128dc8e748971e19503,0
8/8/2022,cf69b8826adaf152cd1aa162c1a185a2fe0d501d,Blue,9c23826df93ea27aa916f53a2d63b1a82552b045,17538a96b8c3217357107de88fc5b4bd41d18003,0
8/9/2022,ce35a452bc6fa57795d96b0e8f1e8b7fddc8689e,Platinum,d80d9119a49ca12265ee2f175c23eb28550f4c5f,59b4d972ca1bc91f0c837870ef8018aab5cf4b9b,11.35
8/10/2022,203695d8e7c31562188e3b329d1ff7849321da8c,Blue,73e4fe9d2d62486da00f7c9573ce97690bdb7be4,50b3fdefa4314936871580937fff1791c5af6221,24.76
8/10/2022,203695d8e7c31562188e3b329d1ff7849321da8c,Blue,73e4fe9d2d62486da00f7c9573ce97690bdb7be4,476b84e5e3b49cf0e2724e86e4f79e1af7923622,4.33
8/10/2022,a99ab929cfe1f54857cf02f55d17e8b2763df6d9,Blue,6617d127f20832bd2f8b128621b57ddf36dbdca7,e7a4f4efbf0e2cdaeda4f57606d5bced211f3fb3,18.53
8/10/2022,a99ab929cfe1f54857cf02f55d17e8b2763df6d9,Blue,6617d127f20832bd2f8b128621b57ddf36dbdca7,476b84e5e3b49cf0e2724e86e4f79e1af7923622,4.31
8/10/2022,73eb154014db481e7364713a8d825aecee67c851,Noir,be73e14d60b9060a8d3db09648efa11da76a2d8c,cf5c1e4011d1d26365be337ea1cd13e36e60cf63,69.34
8/10/2022,9fabc801876a6e5e27b4f041fee141a239e7b39c,Blue,cf6d4075200b2955d4e991412dcff44ea3173abd,6e31ce004adbb8312477ca7459b8c62ee5262256,8.18
8/11/2022,73eb154014db481e7364713a8d825aecee67c851,Gold,b60f7bccf1770351ca8bd6e063b504fa5a546fdf,28456c367b9ba981c55e3dbc518815d497e90bd6,24.12
8/11/2022,73eb154014db481e7364713a8d825aecee67c851,Gold,63301f2a876c55e6497841d21fdeb617f1f16f9d,ecc83585cd2fa22e719a398324544eb6d4b8278f,75.98
8/11/2022,73eb154014db481e7364713a8d825aecee67c851,Gold,b60f7bccf1770351ca8bd6e063b504fa5a546fdf,4765522a399de26cb7faf15c1937bf31353a86ef,19.04
8/10/2022,73eb154014db481e7364713a8d825aecee67c851,Noir,e56d241956624e08056bce6a1223b5ca5e93d927,0da59431a2aea012712f7994798692fbb2965b5c,12.58
8/11/2022,73eb154014db481e7364713a8d825aecee67c851,Gold,b60f7bccf1770351ca8bd6e063b504fa5a546fdf,ecc83585cd2fa22e719a398324544eb6d4b8278f,76.15
